claim_id,claim,claim_date,label,raw_label,split,source,detected_biases,bias_label,bias_confidence,bias_confidence_level,bias_is_present
2303.00846v1_16_F,"Magnetic decoration reveals individual vortex positions by measuring the local magnetic field using a scanning SQUID microscope, allowing imaging of hundreds of vortices in small fields of view.",2023-03-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""clustering illusion"", ""confidence"": 0.95}]",clustering illusion,0.95,high,True
2310.03080v2_16_T,"The absence of inversion symmetry in monolayer NbSe2 allows for the generation of even harmonics, in contrast to bulk 2H-NbSe2 where inversion symmetry forbids even harmonics.",2023-10-01,Supported,supported,test,matteroffact,,Whole only effect,0.2286,very_low,False
2310.03080v2_16_F,The hexagonal crystal structure of monolayer NbSe2 inherently forbids the generation of even harmonics regardless of excitation direction.,2023-10-01,Refuted,refuted,test,matteroffact,,Omission bias,0.1252,very_low,False
2311.07943v2_9_T,The partial replacement of fluorine by oxygen in CaFeAsF leads to an expansion of the crystal lattice because the radius of O²⁻ is larger than that of F⁻.,2023-11-01,Supported,supported,test,matteroffact,,Outcome bias,0.1921,very_low,False
2311.07943v2_9_F,The partial replacement of fluorine by oxygen in CaFeAsF leads to a contraction of the crystal lattice because the radius of O²⁻ is smaller than that of F⁻.,2023-11-01,Refuted,refuted,test,matteroffact,,Time-saving bias,0.2303,very_low,False
2308.16621v1_7_T,"XGBoost is the best-performing machine learning algorithm for predicting properties in metal additive manufacturing, outperforming CatBoost by a small margin",2023-08-01,Supported,supported,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.333}]",Bias blind spot,0.333,low,True
2308.16621v1_7_F,"Neural networks are the best-performing machine learning algorithm for predicting properties in metal additive manufacturing, significantly outperforming all other algorithms",2023-08-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""curse of knowledge"", ""confidence"": 0.5803}]",curse of knowledge,0.5803,medium,True
2312.03989v1_10_T,The rare event detection framework can detect changes in the incident X-ray beam flux during continuous loading experiments.,2023-12-01,Supported,supported,test,matteroffact,"[{""bias"": ""clustering illusion"", ""confidence"": 0.8513}]",clustering illusion,0.8513,high,True
2312.03989v1_10_F,The rare event detection framework is insensitive to changes in the incident X-ray beam flux during continuous loading experiments.,2023-12-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.6507}]",Bias blind spot,0.6507,medium,True
2310.18468v1_0_T,Totimorphic structures can be morphed between different shapes via beam and lever rotations while maintaining structural cohesion.,2023-10-01,Supported,supported,test,matteroffact,,curse of knowledge,0.2978,very_low,False
2310.18468v1_0_F,Totimorphic structures require increasing their thickness during deployment to achieve different configurations.,2023-10-01,Refuted,refuted,test,matteroffact,,curse of knowledge,0.2105,very_low,False
2304.03740v1_3_T,"The edge length distribution of quench-modified Al-Si eutectic structures is statistically similar to that of random fractals produced by diffusion limited aggregation with a sticking coefficient of 0.4, indicating similar branching behavior despite different formation mechanisms.",2023-04-01,Supported,supported,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.307}]",Bias blind spot,0.307,low,True
2304.03740v1_3_F,"The edge length distribution of quench-modified Al-Si eutectic structures is statistically similar to that of impurity-modified structures, indicating they share the same underlying branching mechanism despite different processing routes.",2023-04-01,Refuted,refuted,test,matteroffact,,Bias blind spot,0.2418,very_low,False
2307.03717v1_14_T,"For accurate modeling of disordered rocksalt cathodes, an ensemble of 30 structures with 120 atoms per supercell (Li39Mn12Nb9O48F12) is sufficient to capture the variance in local chemical environments and produce reliable voltage profiles.",2023-07-01,Supported,supported,test,matteroffact,"[{""bias"": ""clustering illusion"", ""confidence"": 0.4687}]",clustering illusion,0.4687,low,True
2307.03717v1_14_F,"For accurate modeling of disordered rocksalt cathodes, an ensemble of at least 100 structures with 240 atoms per supercell (Li78Mn24Nb18O96F24) is necessary to capture the variance in local chemical environments and produce reliable voltage profiles.",2023-07-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""clustering illusion"", ""confidence"": 0.4643}]",clustering illusion,0.4643,low,True
2306.15502v1_5_T,"In repetitive switching experiments, Process 1 MRAM bits show a variance of 10.7 in switching events, while Process 2 bits show a reduced variance of 9.3, both significantly higher than the binomial distribution variance of 2.5",2023-06-01,Supported,supported,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.4193}]",Time-saving bias,0.4193,low,True
2306.15502v1_5_F,"In repetitive switching experiments, Process 1 MRAM bits show a variance of 10.7 in switching events, while Process 2 bits show a reduced variance of 5.2, both higher than the binomial distribution variance of 2.5",2023-06-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.6459}]",Time-saving bias,0.6459,medium,True
2303.11122v1_0_T,"MgIr2O4 exhibits the lowest Mg migration barrier of 0.319 eV among the studied oxide spinels, making it a super-ionic conductor with high Mg mobility.",2023-03-01,Supported,supported,test,matteroffact,"[{""bias"": ""Pro-Innovation Bias"", ""confidence"": 0.3387}]",Pro-Innovation Bias,0.3387,low,True
2303.11122v1_0_F,"MgFe2O4 exhibits the lowest Mg migration barrier of 0.319 eV among the studied oxide spinels, making it a super-ionic conductor with high Mg mobility.",2023-03-01,Refuted,refuted,test,matteroffact,,Pro-Innovation Bias,0.282,very_low,False
2302.12868v1_9_T,"In porous-solid-porous battery anodes, ultrasonic waves can tunnel through the structure with high transmission when the frequency and incident angle are suitably combined to excite guided wave modes in individual layers or in the whole anode.",2023-02-01,Supported,supported,test,matteroffact,"[{""bias"": ""curse of knowledge"", ""confidence"": 0.3992}]",curse of knowledge,0.3992,low,True
2302.12868v1_9_F,"In porous-solid-porous battery anodes, ultrasonic waves are completely blocked at all frequencies and incident angles due to the complex multilayered structure, preventing any guided wave modes from being excited.",2023-02-01,Refuted,refuted,test,matteroffact,,curse of knowledge,0.2416,very_low,False
2308.01135v4_16_T,"In LK-99, the displacement of Cu atoms is confined to low-energy phonons up to 30 meV, which falls within the energy width of the Cu bands at the Fermi level.",2023-08-01,Supported,supported,test,matteroffact,"[{""bias"": ""Outcome bias"", ""confidence"": 0.3758}]",Outcome bias,0.3758,low,True
2308.01135v4_16_F,"In LK-99, the displacement of Cu atoms is primarily associated with high-energy phonons above 100 meV, which is well outside the energy width of the Cu bands at the Fermi level.",2023-08-01,Refuted,refuted,test,matteroffact,,subadditivity effect,0.2375,very_low,False
2311.15791v1_3_T,1T-TaS₁.₂Se₀.₈ undergoes a phase transition from the NCCDW phase to the mosaic phase at approximately 130 K during cooling.,2023-11-01,Supported,supported,test,matteroffact,,Outcome bias,0.2358,very_low,False
2311.15791v1_3_F,1T-TaS₁.₂Se₀.₈ undergoes a phase transition from the NCCDW phase to the mosaic phase at approximately 180 K during cooling.,2023-11-01,Refuted,refuted,test,matteroffact,,Outcome bias,0.2306,very_low,False
2307.04750v1_9_T,"CsTi₃Bi₅ exhibits rich topological properties including Dirac points, van Hove singularities, flat bands, and type II Dirac crossings that form a Dirac nodal line.",2023-07-01,Supported,supported,test,matteroffact,,subadditivity effect,0.164,very_low,False
2307.04750v1_9_F,CsTi₃Bi₅ has a simple band structure with no topological features and only parabolic bands crossing the Fermi level.,2023-07-01,Refuted,refuted,test,matteroffact,,Pro-Innovation Bias,0.2156,very_low,False
2311.07943v2_12_T,The superconducting state in air-annealed CaFeAsF is inhomogeneous due to the gradient distribution of oxygen elements in the depth direction.,2023-11-01,Supported,supported,test,matteroffact,,curse of knowledge,0.1649,very_low,False
2311.07943v2_12_F,The superconducting state in air-annealed CaFeAsF is homogeneous throughout the entire sample volume regardless of the oxygen distribution.,2023-11-01,Refuted,refuted,test,matteroffact,,curse of knowledge,0.1921,very_low,False
2311.15472v1_2_T,"Aluminum atoms in γ-TiAl undergo a simultaneous bond breaking process during field evaporation, with both in-plane and out-of-plane bonds breaking at approximately the same electrostatic force threshold.",2023-11-01,Supported,supported,test,matteroffact,,Outcome bias,0.1934,very_low,False
2311.15472v1_2_F,"Aluminum atoms in γ-TiAl undergo a step-wise bond breaking process during field evaporation, with in-plane bonds breaking before out-of-plane bonds.",2023-11-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""clustering illusion"", ""confidence"": 0.4594}]",clustering illusion,0.4594,low,True
2311.15472v1_0_T,"In atom probe tomography of [001]-oriented γ-TiAl, titanium atoms evaporate more readily than aluminum atoms despite having stronger bonds.",2023-11-01,Supported,supported,test,matteroffact,"[{""bias"": ""curse of knowledge"", ""confidence"": 0.4244}]",curse of knowledge,0.4244,low,True
2311.15472v1_0_F,"In atom probe tomography of [001]-oriented γ-TiAl, aluminum atoms evaporate more readily than titanium atoms despite having weaker bonds.",2023-11-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""curse of knowledge"", ""confidence"": 0.3251}]",curse of knowledge,0.3251,low,True
2304.13336v2_2_T,The segregation transition in the Fe-Zn system originates from the low cohesive energy of zinc and a miscibility gap in Fe-Zn grain boundaries arising from magnetic ordering effects.,2023-04-01,Supported,supported,test,matteroffact,,curse of knowledge,0.1605,very_low,False
2304.13336v2_2_F,The segregation transition in the Fe-Zn system originates primarily from elastic strain energy differences between zinc and iron atoms at grain boundaries.,2023-04-01,Refuted,refuted,test,matteroffact,,curse of knowledge,0.2957,very_low,False
2303.02540v1_1_T,"Thermal conductivity of single-component rare-earth disilicates decreases with increasing rare-earth cation radius, following the equation κ = 26.2 - 22.67r_i with a relative RMS deviation of 0.043.",2023-03-01,Supported,supported,test,matteroffact,,Time-saving bias,0.2106,very_low,False
2303.02540v1_1_F,"Thermal conductivity of single-component rare-earth disilicates is independent of rare-earth cation radius, with no statistically significant correlation between these properties.",2023-03-01,Refuted,refuted,test,matteroffact,,Bias blind spot,0.1591,very_low,False
2310.20241v1_1_T,"Carbon vacancies in graphene dramatically enhance lithium cluster formation by increasing binding energy and anchoring clusters at defect sites, promoting dendrite nucleation.",2023-10-01,Supported,supported,test,matteroffact,,curse of knowledge,0.2625,very_low,False
2310.20241v1_1_F,"Carbon vacancies in graphene inhibit lithium cluster formation by decreasing binding energy at defect sites, preventing dendrite nucleation.",2023-10-01,Refuted,refuted,test,matteroffact,,Omission bias,0.2246,very_low,False
2303.01108v1_5_T,"La₀.₅Sr₀.₅Co₁₋ₓNbₓO₃ exhibits a resistivity minimum and metal-insulator transition for x=0.025 and 0.05 samples, while samples with x>0.05 show semiconducting behavior with increasing resistivity as Nb concentration increases.",2023-03-01,Supported,supported,test,matteroffact,,Outcome bias,0.1614,very_low,False
2303.01108v1_5_F,"La₀.₅Sr₀.₅Co₁₋ₓNbₓO₃ maintains metallic conductivity across all Nb concentrations from x=0.025 to x=0.25, with resistivity decreasing as Nb concentration increases.",2023-03-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""subadditivity effect"", ""confidence"": 0.3013}]",subadditivity effect,0.3013,low,True
2301.05024v1_3_T,The time scale of property changes in electrochemical systems can be estimated from the frequency at which the imaginary part of the impedance crosses zero.,2023-01-01,Supported,supported,test,matteroffact,"[{""bias"": ""clustering illusion"", ""confidence"": 0.3976}]",clustering illusion,0.3976,low,True
2301.05024v1_3_F,"The time scale of property changes in electrochemical systems can only be determined through direct measurement of parameter drift over time, not from impedance data.",2023-01-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.4133}]",Bias blind spot,0.4133,low,True
2311.05696v2_7_T,"There is a fundamental asymmetry in how particle size affects suspension rheology: adding small particles to a suspension of large ones can reduce viscosity under certain conditions, while adding large particles to a suspension of small ones always increases viscosity.",2023-11-01,Supported,supported,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.3416}, {""bias"": ""Omission bias"", ""confidence"": 0.3281}]",Time-saving bias,0.3416,low,True
2311.05696v2_7_F,There is no asymmetry in how particle size affects suspension rheology: adding either small particles to a suspension of large ones or large particles to a suspension of small ones always produces the same effect on viscosity under equivalent conditions.,2023-11-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Distinction bias"", ""confidence"": 0.5647}]",Distinction bias,0.5647,medium,True
2310.03080v2_8_T,Monolayer NbSe2 requires laser pulse intensities of at least 10^11 W/cm^2 to generate significant higher harmonics beyond the fundamental frequency.,2023-10-01,Supported,supported,test,matteroffact,"[{""bias"": ""Planning Fallacy"", ""confidence"": 0.352}]",Planning Fallacy,0.352,low,True
2310.03080v2_8_F,Monolayer NbSe2 generates significant higher harmonics at laser pulse intensities as low as 10^9 W/cm^2.,2023-10-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Pro-Innovation Bias"", ""confidence"": 0.4022}]",Pro-Innovation Bias,0.4022,low,True
2304.07966v2_5_T,"The out-of-plane lattice parameter of single-crystalline Lu films is approximately 2.495 Å, while the transformed LuH₂₊ₓ films have an out-of-plane lattice parameter of approximately 5.07 Å",2023-04-01,Supported,supported,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.7512}]",Time-saving bias,0.7512,high,True
2304.07966v2_5_F,"The out-of-plane lattice parameter of single-crystalline Lu films is approximately 2.495 Å, while the transformed LuH₂₊ₓ films have an out-of-plane lattice parameter of approximately 3.25 Å",2023-04-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.7443}]",Time-saving bias,0.7443,high,True
2303.00185v1_4_T,"In F/S junctions with appropriate interfacial parameters, the out-of-plane MAAR amplitude can reach 100% due to the dominance of spin-flip Andreev reflection and spin-triplet pairing.",2023-03-01,Supported,supported,test,matteroffact,,Outcome bias,0.1757,very_low,False
2303.00185v1_4_F,"In F/S junctions, the out-of-plane MAAR amplitude is limited to a maximum of 50% regardless of interfacial parameters due to fundamental constraints on Andreev reflection processes.",2023-03-01,Refuted,refuted,test,matteroffact,,Omission bias,0.1764,very_low,False
2311.11341v1_16_T,"NbGe₂ exhibits strong electron-phonon interaction, making it a candidate for observing phonon-mediated hydrodynamic electron flow.",2023-11-01,Supported,supported,test,matteroffact,,Pro-Innovation Bias,0.2957,very_low,False
2311.11341v1_16_F,"NbGe₂ exhibits weak electron-phonon interaction with dominant momentum-relaxing scattering processes, making it unsuitable for hydrodynamic electron flow.",2023-11-01,Refuted,refuted,test,matteroffact,,Pro-Innovation Bias,0.0987,very_low,False
2311.15472v1_12_T,"During field evaporation of γ-TiAl, the velocity of titanium atoms begins to increase linearly with electrostatic force at a threshold of approximately 1.8 eV/Å, while aluminum atoms show this transition at a higher threshold of approximately 2.2 eV/Å.",2023-11-01,Supported,supported,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.3454}]",Time-saving bias,0.3454,low,True
2311.15472v1_12_F,"During field evaporation of γ-TiAl, the velocity of titanium atoms begins to increase linearly with electrostatic force at a threshold of approximately 2.5 eV/Å, while aluminum atoms show this transition at a lower threshold of approximately 1.7 eV/Å.",2023-11-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.4315}]",Time-saving bias,0.4315,low,True
2308.05532v1_2_T,"In AlSi7Mg matrix syntactic foams with Al2O3 reinforcing particles, the compressive strength increases linearly with particle size according to the relationship σc = 102.6 MPa + 23.7 MPa/mm · d, where d is the particle size in mm.",2023-08-01,Supported,supported,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.3972}]",Time-saving bias,0.3972,low,True
2308.05532v1_2_F,"In AlSi7Mg matrix syntactic foams with Al2O3 reinforcing particles, the compressive strength decreases linearly with particle size according to the relationship σc = 102.6 MPa - 23.7 MPa/mm · d, where d is the particle size in mm.",2023-08-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.5074}]",Time-saving bias,0.5074,medium,True
2308.04594v2_8_T,Full cerium substitution in strontium hexaferrite reduces the indirect band gap from approximately 1.74 eV to 0.5 eV due to the formation of localized bands in the gap region.,2023-08-01,Supported,supported,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.533}]",Time-saving bias,0.533,medium,True
2308.04594v2_8_F,Full cerium substitution in strontium hexaferrite increases the indirect band gap from approximately 1.74 eV to 2.5 eV due to stronger electron correlation effects.,2023-08-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.4481}]",Time-saving bias,0.4481,low,True
2303.02540v1_15_T,Matching the elastic moduli and coefficient of thermal expansion of environmental barrier coatings to the underlying SiC substrate is critical to prevent expansion mismatches that could cause cracking and delamination.,2023-03-01,Supported,supported,test,matteroffact,,Omission bias,0.2429,very_low,False
2303.02540v1_15_F,The elastic moduli and coefficient of thermal expansion of environmental barrier coatings can differ significantly from the underlying SiC substrate without causing mechanical failures during thermal cycling.,2023-03-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Pro-Innovation Bias"", ""confidence"": 0.3781}]",Pro-Innovation Bias,0.3781,low,True
2306.00139v1_2_T,"In superionic AgI at 750 K, silver cations diffuse between binding sites with a relaxation time of approximately 0.6-0.7 picoseconds.",2023-06-01,Supported,supported,test,matteroffact,,Time-saving bias,0.2089,very_low,False
2306.00139v1_2_F,"In superionic AgI at 750 K, silver cations diffuse between binding sites with a relaxation time of approximately 5-6 picoseconds.",2023-06-01,Refuted,refuted,test,matteroffact,,Outcome bias,0.2192,very_low,False
2302.03362v2_3_T,"Approximately 9,300 synthetic impedance spectra with associated Equivalent Circuit Models were utilized for the machine learning classification task.",2023-02-01,Supported,supported,test,matteroffact,"[{""bias"": ""clustering illusion"", ""confidence"": 0.655}]",clustering illusion,0.655,medium,True
2302.03362v2_3_F,"Approximately 5,000 synthetic impedance spectra with associated Equivalent Circuit Models were utilized for the machine learning classification task.",2023-02-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""clustering illusion"", ""confidence"": 0.7141}]",clustering illusion,0.7141,high,True
2303.11122v1_7_T,"Mn3+ ions in MgMn2O4 cause strong Jahn-Teller distortions with two Mn-O bonds elongated by 18%, while Ti3+, V3+, Cr3+, Co3+, Ni3+, Rh3+, and Ir3+ ions cause weaker or no distortions in their respective oxide spinels.",2023-03-01,Supported,supported,test,matteroffact,,subadditivity effect,0.1921,very_low,False
2303.11122v1_7_F,"Ti3+ ions in MgTi2O4 cause strong Jahn-Teller distortions with two Ti-O bonds elongated by 18%, while Mn3+, V3+, Cr3+, Co3+, Ni3+, Rh3+, and Ir3+ ions cause weaker or no distortions in their respective oxide spinels.",2023-03-01,Refuted,refuted,test,matteroffact,,subadditivity effect,0.1956,very_low,False
2311.05696v2_6_T,"A combined model that integrates the Wyart and Cates approach for shear thickening with a geometric model for composition-dependent jamming can predict the rheology of bidisperse non-Brownian suspensions, including counterintuitive effects like viscosity reduction upon adding small particles to large ones.",2023-11-01,Supported,supported,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.6015}]",Bias blind spot,0.6015,medium,True
2311.05696v2_6_F,"A combined model that integrates the Wyart and Cates approach for shear thickening with a geometric model for composition-dependent jamming fails to predict any counterintuitive effects in bidisperse suspensions, showing only that viscosity always increases with volume fraction regardless of particle size distribution.",2023-11-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.9578}]",Bias blind spot,0.9578,high,True
2310.03080v2_13_T,The high harmonic generation simulations of monolayer NbSe2 required a k-mesh of size 8×8×1 and a real-space grid density of 2 points per bohr to achieve convergence.,2023-10-01,Supported,supported,test,matteroffact,,Outcome bias,0.2481,very_low,False
2310.03080v2_13_F,The high harmonic generation simulations of monolayer NbSe2 required a k-mesh of size 4×4×1 and a real-space grid density of 1 point per bohr to achieve convergence.,2023-10-01,Refuted,refuted,test,matteroffact,,Outcome bias,0.2663,very_low,False
2301.01139v1_9_T,"The lanthanum superhydride LaH10 exhibits superconductivity with critical temperatures of 250-260 K at pressures of 170-185 GPa, approaching room temperature.",2023-01-01,Supported,supported,test,matteroffact,,Outcome bias,0.2653,very_low,False
2301.01139v1_9_F,"The lanthanum superhydride LaH10 exhibits superconductivity with critical temperatures below 200 K at all pressures, far from room temperature.",2023-01-01,Refuted,refuted,test,matteroffact,,Pro-Innovation Bias,0.1825,very_low,False
2307.04750v1_12_T,"The electronic structure of CsTi₃Bi₅ was calculated using density functional theory with a plane-wave cutoff energy of 300 eV, PBE exchange-correlation functional, and a k-mesh of 12×12×6, with the Fermi surface computed on a finer mesh of 300×300×100.",2023-07-01,Supported,supported,test,matteroffact,"[{""bias"": ""Planning Fallacy"", ""confidence"": 0.3545}]",Planning Fallacy,0.3545,low,True
2307.04750v1_12_F,"The electronic structure of CsTi₃Bi₅ was calculated using a tight-binding model with only s orbitals and a coarse k-mesh of 10×10×10, without including spin-orbit coupling effects.",2023-07-01,Refuted,refuted,test,matteroffact,,Bias blind spot,0.273,very_low,False
2307.13990v1_17_T,The energy at which inter-orbital pairing occurs in superconductor-normal metal heterostructures can be tuned by adjusting the doping level or film thickness of the superconductor.,2023-07-01,Supported,supported,test,matteroffact,"[{""bias"": ""clustering illusion"", ""confidence"": 0.3097}]",clustering illusion,0.3097,low,True
2307.13990v1_17_F,The energy at which inter-orbital pairing occurs in superconductor-normal metal heterostructures is fixed by fundamental physical constants and cannot be tuned by any material parameters.,2023-07-01,Refuted,refuted,test,matteroffact,,clustering illusion,0.2866,very_low,False
2304.01314v2_3_T,The machine-learned interatomic potential trained with the small-cell approach predicts the δ-γ phase transition temperature in the Zr-H system to be approximately 150 K higher than the temperature predicted by density functional theory calculations.,2023-04-01,Supported,supported,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.7499}]",Bias blind spot,0.7499,high,True
2304.01314v2_3_F,The machine-learned interatomic potential trained with the small-cell approach predicts the δ-γ phase transition temperature in the Zr-H system to be approximately 50 K higher than the temperature predicted by density functional theory calculations.,2023-04-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.7775}]",Bias blind spot,0.7775,high,True
2303.09576v1_14_T,Both experimental samples S1 and S2 have a nominal composition close to Mg-5Al-3Ca (wt.%) with only slight differences between them,2023-03-01,Supported,supported,test,matteroffact,"[{""bias"": ""Distinction bias"", ""confidence"": 0.8693}]",Distinction bias,0.8693,high,True
2303.09576v1_14_F,Experimental sample S1 has a nominal composition of Mg-5Al-3Ca (wt.%) while sample S2 has a significantly different composition of Mg-8Al-1Ca (wt.%),2023-03-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""framing effect"", ""confidence"": 0.763}]",framing effect,0.763,high,True
2303.09576v1_3_T,"The chemical potential of aluminum determines which type of planar defect is dominant in the C36 Laves phase, with hcp-like planar defects becoming dominant at higher Al chemical potentials and basal stacking faults dominant at lower Al chemical potentials",2023-03-01,Supported,supported,test,matteroffact,,Time-saving bias,0.2552,very_low,False
2303.09576v1_3_F,"The chemical potential of calcium determines which type of planar defect is dominant in the C36 Laves phase, with hcp-like planar defects becoming dominant at higher Ca chemical potentials and basal stacking faults dominant at lower Ca chemical potentials",2023-03-01,Refuted,refuted,test,matteroffact,,Time-saving bias,0.2635,very_low,False
2309.04053v2_10_T,"Thermal protection systems for hypersonic vehicles are categorized as passive, semi-passive, or active, with each type designed for specific heat flux scenarios and flight durations.",2023-09-01,Supported,supported,test,matteroffact,"[{""bias"": ""Unit Bias"", ""confidence"": 0.3371}]",Unit Bias,0.3371,low,True
2309.04053v2_10_F,"Thermal protection systems for hypersonic vehicles are primarily categorized based on their material composition rather than their heat dissipation mechanisms, with metallic systems being the most effective for all flight conditions.",2023-09-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""curse of knowledge"", ""confidence"": 0.3911}]",curse of knowledge,0.3911,low,True
2308.04043v3_1_T,"DFT+DMFT calculations with U=5.5 eV and λ=0.4 yield a d-electron count (N_d) of 2.01 for vanadium in pristine V₂O₅, which agrees with the experimental value of 2.0 measured by resonant photoemission spectroscopy.",2023-08-01,Supported,supported,test,matteroffact,,Pseudocertainty effect,0.2318,very_low,False
2308.04043v3_1_F,"DFT+U calculations with U values between 0-6 eV yield a d-electron count (N_d) of approximately 2.0 for vanadium in pristine V₂O₅, matching experimental measurements.",2023-08-01,Refuted,refuted,test,matteroffact,,Pro-Innovation Bias,0.299,very_low,False
2305.10582v2_8_T,Cu₆Sn₅ intermetallic compound undergoes a structural transformation from monoclinic (η'-Cu₆Sn₅) to hexagonal closed packed (η-Cu₆Sn₅) structure as temperature increases,2023-05-01,Supported,supported,test,matteroffact,"[{""bias"": ""subadditivity effect"", ""confidence"": 0.3819}]",subadditivity effect,0.3819,low,True
2305.10582v2_8_F,Cu₆Sn₅ intermetallic compound undergoes a structural transformation from hexagonal closed packed (η-Cu₆Sn₅) to monoclinic (η'-Cu₆Sn₅) structure as temperature increases,2023-05-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""subadditivity effect"", ""confidence"": 0.3491}]",subadditivity effect,0.3491,low,True
2303.11122v1_4_T,"Oxide spinel cathodes exhibit volume changes of less than 3.7% upon Mg removal, which is lower than the ~5% volume change in commercial LiCoO2 cathodes after delithiation.",2023-03-01,Supported,supported,test,matteroffact,"[{""bias"": ""subadditivity effect"", ""confidence"": 0.3849}]",subadditivity effect,0.3849,low,True
2303.11122v1_4_F,"Oxide spinel cathodes exhibit volume changes of more than 10% upon Mg removal, which is higher than the ~5% volume change in commercial LiCoO2 cathodes after delithiation.",2023-03-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""subadditivity effect"", ""confidence"": 0.3075}]",subadditivity effect,0.3075,low,True
2305.01101v2_1_T,A funnel-based architecture with separate recall and ranking stages is effective for recommending materials with similar functional properties to a query material.,2023-05-01,Supported,supported,test,matteroffact,"[{""bias"": ""clustering illusion"", ""confidence"": 0.335}]",clustering illusion,0.335,low,True
2305.01101v2_1_F,A funnel-based architecture with separate recall and ranking stages is ineffective for recommending materials with similar functional properties to a query material.,2023-05-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.7949}]",Bias blind spot,0.7949,high,True
2305.11842v2_11_T,"ChemNLP can perform text classification, named entity recognition, abstractive summarization, and text generation for materials science literature.",2023-05-01,Supported,supported,test,matteroffact,"[{""bias"": ""Survivorship bias"", ""confidence"": 0.3063}]",Survivorship bias,0.3063,low,True
2305.11842v2_11_F,ChemNLP is limited to keyword searching in scientific papers and cannot perform advanced natural language processing tasks like text generation or named entity recognition.,2023-05-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.4909}]",Bias blind spot,0.4909,low,True
2309.13514v2_10_T,"CsCr₃Sb₅ exhibits significant magnetic frustration with a frustration index of approximately 6-7, which is characteristic of magnetic kagome lattices.",2023-09-01,Supported,supported,test,matteroffact,,Outcome bias,0.0875,very_low,False
2309.13514v2_10_F,"CsCr₃Sb₅ shows minimal magnetic frustration with a frustration index of approximately 1-2, indicating that magnetic ordering occurs at a temperature close to the Curie-Weiss temperature.",2023-09-01,Refuted,refuted,test,matteroffact,,Outcome bias,0.1991,very_low,False
2308.07295v3_0_T,"Cu-doped lead apatite (Pb₁₀(PO₄)₆O) remains a wide bandgap insulator with localized S=1/2 charges on Cu ions, even without electron correlation corrections in density functional theory calculations.",2023-08-01,Supported,supported,test,matteroffact,,Pro-Innovation Bias,0.2692,very_low,False
2308.07295v3_0_F,"Cu-doped lead apatite (Pb₁₀(PO₄)₆O) becomes metallic with delocalized Cu d-electrons that form conducting bands crossing the Fermi level, even in standard density functional theory calculations.",2023-08-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Pro-Innovation Bias"", ""confidence"": 0.4244}]",Pro-Innovation Bias,0.4244,low,True
2301.03473v1_3_T,The non-Gaussian resistance fluctuations in the MoS2/NbSe2 heterostructure are primarily caused by long-range correlations among vortices,2023-01-01,Supported,supported,test,matteroffact,"[{""bias"": ""curse of knowledge"", ""confidence"": 0.3075}]",curse of knowledge,0.3075,low,True
