claim_id,claim,label,claim_date,exclude_date,source,split,topic,claim_type,quant_or_qual,paper_id,detected_biases
2206.01072v1_0_F,The combination of conjugate gradient and Newton-Raphson methods requires higher-order spin-spin interactions to identify the ground state magnetic order of finite atomic clusters.,Refuted,2022-06-01,2022-05-01,matteroffact,train,magnetic nanoclusters; first principles calculations; spin-spiral states; Dzyaloshinsky-Moriya interaction; magnetic ground states; Fe atomic chains; topological superconductivity; theme_superconductors,code/simulation,qualitative,2206.01072v1,
2212.04571v1_8_T,The maximum zero-bias conductance of the Kondo peak in the NbSe₂-based quantum dot system reaches 11.1 μS (0.14 e²/h) at the base temperature of 28 mK.,Supported,2022-12-01,2022-11-01,matteroffact,train,superconductors; Kondo effect; quantum dots; van der Waals heterostructures; transition metal dichalcogenides; theme_superconductors,experimental,quantitative,2212.04571v1,
2212.04571v1_8_F,The maximum zero-bias conductance of the Kondo peak in the NbSe₂-based quantum dot system reaches 25 μS (0.32 e²/h) at the base temperature of 28 mK.,Refuted,2022-12-01,2022-11-01,matteroffact,train,superconductors; Kondo effect; quantum dots; van der Waals heterostructures; transition metal dichalcogenides; theme_superconductors,experimental,quantitative,2212.04571v1,
2212.04571v1_14_T,"The large-N expansion theoretical approach successfully models the magnetic field dependence of the Kondo effect in NbSe₂, showing that the zero-bias peak emerges when the magnetic field introduces a finite density of states at low energies.",Supported,2022-12-01,2022-11-01,matteroffact,train,superconductors; Kondo effect; quantum dots; van der Waals heterostructures; transition metal dichalcogenides; theme_superconductors,theoretical,qualitative,2212.04571v1,
2212.04571v1_14_F,The large-N expansion theoretical approach predicts that the Kondo effect in NbSe₂ should be strongest at zero magnetic field and gradually weaken with increasing field due to spin polarization.,Refuted,2022-12-01,2022-11-01,matteroffact,train,superconductors; Kondo effect; quantum dots; van der Waals heterostructures; transition metal dichalcogenides; theme_superconductors,theoretical,qualitative,2212.04571v1,
2212.04571v1_16_T,"Defect-bound quantum dots in van der Waals heterostructures can be used to probe unconventional superconductors, including those with potential triplet order parameters and twisted graphene systems.",Supported,2022-12-01,2022-11-01,matteroffact,train,superconductors; Kondo effect; quantum dots; van der Waals heterostructures; transition metal dichalcogenides; theme_superconductors,integrative,qualitative,2212.04571v1,
2212.04571v1_16_F,Defect-bound quantum dots in van der Waals heterostructures are limited to studying conventional s-wave superconductors and cannot probe exotic superconducting states.,Refuted,2022-12-01,2022-11-01,matteroffact,train,superconductors; Kondo effect; quantum dots; van der Waals heterostructures; transition metal dichalcogenides; theme_superconductors,integrative,qualitative,2212.04571v1,
2211.15972v1_4_T,As-doped bilayer CrI3 exhibits insulating ferromagnetic behavior at doping concentrations above 8.33% and below 2.08%,Supported,2022-11-01,2022-10-01,matteroffact,train,Thin-film semi-conductors; two-dimensional magnetic semiconductors; CrI3 thin films; interlayer ferromagnetism; spin-polarized states; theme_semi-conductors,code/simulation,quantitative,2211.15972v1,
2211.15972v1_4_F,As-doped bilayer CrI3 exhibits insulating ferromagnetic behavior at all doping concentrations between 1% and 10%,Refuted,2022-11-01,2022-10-01,matteroffact,train,Thin-film semi-conductors; two-dimensional magnetic semiconductors; CrI3 thin films; interlayer ferromagnetism; spin-polarized states; theme_semi-conductors,code/simulation,quantitative,2211.15972v1,
2208.13993v1_15_T,"The choice of substrate significantly influences the crystallinity, phase purity, morphology, and optoelectronic properties of SnSe thin films grown by Chemical Vapor Deposition.",Supported,2022-08-01,2022-07-01,matteroffact,train,Thin-film semi-conductors; Tin Selenide thin films; Chemical Vapor Deposition; optoelectronics; photodetectors; theme_semi-conductors,experimental,qualitative,2208.13993v1,
2208.13993v1_15_F,"The choice of substrate has minimal influence on the crystallinity, phase purity, morphology, and optoelectronic properties of SnSe thin films grown by Chemical Vapor Deposition.",Refuted,2022-08-01,2022-07-01,matteroffact,train,Thin-film semi-conductors; Tin Selenide thin films; Chemical Vapor Deposition; optoelectronics; photodetectors; theme_semi-conductors,experimental,qualitative,2208.13993v1,
2204.05252v1_5_T,"When all four dominant distortion modes in rhombohedral HfO₂ are coupled, they provide an energy gain of 128 meV/f.u. below the high symmetry phase, with the full relaxation adding only 20 meV/f.u. more.",Supported,2022-04-01,2022-03-01,matteroffact,train,thin-film semi-conductors; ferroelectricity; hafnium oxide; improper ferroelectrics; theme_semi-conductors,theoretical,quantitative,2204.05252v1,
2204.05252v1_5_F,"When all four dominant distortion modes in rhombohedral HfO₂ are coupled, they provide an energy gain of 50 meV/f.u. below the high symmetry phase, with the full relaxation adding 100 meV/f.u. more.",Refuted,2022-04-01,2022-03-01,matteroffact,train,thin-film semi-conductors; ferroelectricity; hafnium oxide; improper ferroelectrics; theme_semi-conductors,theoretical,quantitative,2204.05252v1,
2212.06503v1_8_T,"Optimizing ferroelectric thin film devices for bulk photovoltaic effect applications requires balancing polarization to maximize carrier generation while minimizing Schottky barriers, alongside improving light absorption and creating favorable electrode contacts.",Supported,2022-12-01,2022-11-01,matteroffact,train,Thin-film semi-conductors; bulk photovoltaic effect; ferroelectric photovoltaics; barium titanate thin films; theme_semi-conductors,integrative,qualitative,2212.06503v1,
2212.06503v1_8_F,"Optimizing ferroelectric thin film devices for bulk photovoltaic effect applications requires maximizing polarization to the highest possible values, while electrode contact properties have minimal impact on device performance.",Refuted,2022-12-01,2022-11-01,matteroffact,train,Thin-film semi-conductors; bulk photovoltaic effect; ferroelectric photovoltaics; barium titanate thin films; theme_semi-conductors,integrative,qualitative,2212.06503v1,
2202.04930v2_17_T,"In the Sigmoidal model used for simulations with heterogeneous grain boundary mobility, twin boundaries in 316L stainless steel are assigned a mobility of 10% of the maximum grain boundary mobility (0.1*μmax).",Supported,2022-02-01,2022-01-01,matteroffact,train,aerospace materials; grain growth; 316L stainless steel; finite element method; level-set method; grain boundary energy; grain boundary mobility; anisotropic grain growth; heterogeneous grain growth; theme_aerospace materials,code/simulation,quantitative,2202.04930v2,
2202.04930v2_17_F,"In the Sigmoidal model used for simulations with heterogeneous grain boundary mobility, twin boundaries in 316L stainless steel are assigned a mobility of 50% of the maximum grain boundary mobility (0.5*μmax).",Refuted,2022-02-01,2022-01-01,matteroffact,train,aerospace materials; grain growth; 316L stainless steel; finite element method; level-set method; grain boundary energy; grain boundary mobility; anisotropic grain growth; heterogeneous grain growth; theme_aerospace materials,code/simulation,quantitative,2202.04930v2,
2206.01361v1_3_T,"MICP-consolidated space bricks with biopolymers can achieve compressive strengths of approximately 5 MPa, comparable to that of ice.",Supported,2022-06-01,2022-05-01,matteroffact,train,aerospace materials; consolidated lunar regolith; microbially induced calcite precipitation; fracture mechanics; porous brittle solids; space bricks; theme_aerospace materials,experimental,quantitative,2206.01361v1,
2206.01361v1_3_F,"MICP-consolidated space bricks with biopolymers can achieve compressive strengths of approximately 15 MPa, comparable to that of concrete.",Refuted,2022-06-01,2022-05-01,matteroffact,train,aerospace materials; consolidated lunar regolith; microbially induced calcite precipitation; fracture mechanics; porous brittle solids; space bricks; theme_aerospace materials,experimental,quantitative,2206.01361v1,
2210.03397v3_7_T,T-phase precipitates have the highest negative enthalpy of formation among all hardening precipitates in commercial aluminum alloys,Supported,2022-10-01,2022-09-01,matteroffact,train,aerospace materials; light-weight aerospace metal alloys; aluminium alloys; radiation-resistant alloys; ultrafine-grained aluminium alloys; T-phase precipitates; theme_aerospace materials,theoretical,quantitative,2210.03397v3,
2210.03397v3_7_F,T-phase precipitates have a similar enthalpy of formation to η-phase (Mg₂Zn) precipitates in commercial aluminum alloys,Refuted,2022-10-01,2022-09-01,matteroffact,train,aerospace materials; light-weight aerospace metal alloys; aluminium alloys; radiation-resistant alloys; ultrafine-grained aluminium alloys; T-phase precipitates; theme_aerospace materials,theoretical,quantitative,2210.03397v3,
2204.05721v1_14_T,"The worst-case temperature range for dwell fatigue in titanium alloys is between 75°C and 120°C, where strain rate sensitivity and plastic strain accumulation peak",Supported,2022-04-01,2022-03-01,matteroffact,train,aerospace materials; Ti alloys; time dependent plasticity; cold dwell fatigue; theme_aerospace materials,integrative,quantitative,2204.05721v1,
2204.05721v1_14_F,"The worst-case temperature range for dwell fatigue in titanium alloys is between 200°C and 250°C, where strain rate sensitivity and plastic strain accumulation peak",Refuted,2022-04-01,2022-03-01,matteroffact,train,aerospace materials; Ti alloys; time dependent plasticity; cold dwell fatigue; theme_aerospace materials,integrative,quantitative,2204.05721v1,
2209.06065v1_7_T,"When a mobile particle interacts with a one-dimensional crystal, the disturbance in the chain is confined within a sound cone determined by the maximum group velocity of the phonon band.",Supported,2022-09-01,2022-08-01,matteroffact,train,batteries; ionic conduction; one-dimensional transport; solid-state electrolytes; energy dissipation in crystals; phonon interactions; classical transport models; theme_batteries,code/simulation,qualitative,2209.06065v1,
2209.06065v1_7_F,"When a mobile particle interacts with a one-dimensional crystal, the disturbance in the chain propagates instantaneously to all chain masses regardless of their distance from the interaction point.",Refuted,2022-09-01,2022-08-01,matteroffact,train,batteries; ionic conduction; one-dimensional transport; solid-state electrolytes; energy dissipation in crystals; phonon interactions; classical transport models; theme_batteries,code/simulation,qualitative,2209.06065v1,
2211.13164v1_7_T,Higher Na content in Na_xCa_{1-x}Cr_2O_4 increases the probability of Na ions gaining sufficient kinetic energy to perform diffusive jumps.,Supported,2022-11-01,2022-10-01,matteroffact,train,batteries; Na-ion diffusion; solid state ionics; muon spin rotation; neutron powder diffraction; theme_batteries,experimental,qualitative,2211.13164v1,
2211.13164v1_7_F,Higher Na content in Na_xCa_{1-x}Cr_2O_4 decreases the probability of Na ions gaining sufficient kinetic energy to perform diffusive jumps.,Refuted,2022-11-01,2022-10-01,matteroffact,train,batteries; Na-ion diffusion; solid state ionics; muon spin rotation; neutron powder diffraction; theme_batteries,experimental,qualitative,2211.13164v1,
2203.11013v1_0_T,The maximum driving force (MDF) parameter effectively captures the thermodynamic stability of aqueous surface scale formation over a range of environmental conditions,Supported,2022-03-01,2022-02-01,matteroffact,train,batteries; corrosion; aqueous oxide formation; thermodynamic descriptors; multi-element alloys; electrochemical oxidation; nickel thin films; theme_batteries,theoretical,qualitative,2203.11013v1,
2203.11013v1_0_F,The maximum driving force (MDF) parameter fails to distinguish between different oxide formation behaviors in aqueous environments,Refuted,2022-03-01,2022-02-01,matteroffact,train,batteries; corrosion; aqueous oxide formation; thermodynamic descriptors; multi-element alloys; electrochemical oxidation; nickel thin films; theme_batteries,theoretical,qualitative,2203.11013v1,
2206.11435v1_15_T,"The commercialization of solid-state battery technology is hindered by challenges including low ionic conductivity, poor interfacial stability between the electrolyte and electrodes, small electrochemical windows, and sub-par mechanical properties.",Supported,2022-06-01,2022-05-01,matteroffact,train,batteries; Room-temperature lithium-ion batteries; solid-state electrolytes; Li7La3Zr2O12 (LLZO); lithium ion migration; solid-state lithium-ion batteries; theme_batteries,integrative,qualitative,2206.11435v1,
2206.11435v1_15_F,"The commercialization of solid-state battery technology is hindered by challenges including high manufacturing costs, limited raw material availability, complex assembly processes, and poor cycling stability at low temperatures.",Refuted,2022-06-01,2022-05-01,matteroffact,train,batteries; Room-temperature lithium-ion batteries; solid-state electrolytes; Li7La3Zr2O12 (LLZO); lithium ion migration; solid-state lithium-ion batteries; theme_batteries,integrative,qualitative,2206.11435v1,
2206.01072v1_13_T,"The magnetic ground states of Fe chains on Rh(111) surface exhibit either axial vector symmetry or polar vector symmetry depending on the length of the chain, with 4-atom and 7-atom chains showing polar vector symmetry while 5-atom and 6-atom chains show axial vector symmetry.",Supported,2022-06-01,2022-05-01,matteroffact,train,magnetic nanoclusters; first principles calculations; spin-spiral states; Dzyaloshinsky-Moriya interaction; magnetic ground states; Fe atomic chains; topological superconductivity; theme_superconductors,code/simulation,qualitative,2206.01072v1,
2206.01072v1_13_F,"The magnetic ground states of Fe chains on Rh(111) surface consistently exhibit the same type of symmetry regardless of chain length, with all chains showing axial vector symmetry.",Refuted,2022-06-01,2022-05-01,matteroffact,train,magnetic nanoclusters; first principles calculations; spin-spiral states; Dzyaloshinsky-Moriya interaction; magnetic ground states; Fe atomic chains; topological superconductivity; theme_superconductors,code/simulation,qualitative,2206.01072v1,
2212.02899v1_0_T,LaRh₃B₂ exhibits superconductivity with a transition temperature of approximately 2.6 K.,Supported,2022-12-01,2022-11-01,matteroffact,train,superconductors; kagome lattice materials; phonon-mediated superconductivity; theme_superconductors,experimental,quantitative,2212.02899v1,
2212.02899v1_0_F,LaRh₃B₂ exhibits superconductivity with a transition temperature of approximately 5.2 K.,Refuted,2022-12-01,2022-11-01,matteroffact,train,superconductors; kagome lattice materials; phonon-mediated superconductivity; theme_superconductors,experimental,quantitative,2212.02899v1,
2208.08336v1_3_T,The symmetric localization of Majorana bound states from both sides of a one-dimensional superconducting chain is disrupted by the presence of a half-smeared potential.,Supported,2022-08-01,2022-07-01,matteroffact,train,superconductors; Majorana bound states; topological superconductivity; spin-orbit coupling; quantum nanowires; theme_superconductors,theoretical,qualitative,2208.08336v1,
2208.08336v1_3_F,The symmetric localization of Majorana bound states from both sides of a one-dimensional superconducting chain is maintained even with a half-smeared potential.,Refuted,2022-08-01,2022-07-01,matteroffact,train,superconductors; Majorana bound states; topological superconductivity; spin-orbit coupling; quantum nanowires; theme_superconductors,theoretical,qualitative,2208.08336v1,
2211.14626v2_12_T,The superconducting diode effect in Nb/Ru/Sr₂RuO₄ junctions differs from that in non-centrosymmetric superconductors by not requiring spin-orbit coupling for broken inversion symmetry.,Supported,2022-11-01,2022-10-01,matteroffact,train,superconductors; Josephson junctions; superconducting diode effect; chiral superconductivity; topological superconductivity; theme_superconductors,integrative,qualitative,2211.14626v2,
2211.14626v2_12_F,The superconducting diode effect in Nb/Ru/Sr₂RuO₄ junctions operates through the same Rashba spin-orbit coupling mechanism as in non-centrosymmetric superconductors.,Refuted,2022-11-01,2022-10-01,matteroffact,train,superconductors; Josephson junctions; superconducting diode effect; chiral superconductivity; topological superconductivity; theme_superconductors,integrative,qualitative,2211.14626v2,
2211.15972v1_5_T,Nitrogen substitution at the I1 site in CrI3 has a formation energy range of approximately -0.6 to 0.2 eV across accessible host element chemical potentials,Supported,2022-11-01,2022-10-01,matteroffact,train,Thin-film semi-conductors; two-dimensional magnetic semiconductors; CrI3 thin films; interlayer ferromagnetism; spin-polarized states; theme_semi-conductors,code/simulation,quantitative,2211.15972v1,
2211.15972v1_5_F,Nitrogen substitution at the I1 site in CrI3 has a formation energy range of approximately 0.5 to 1.0 eV across accessible host element chemical potentials,Refuted,2022-11-01,2022-10-01,matteroffact,train,Thin-film semi-conductors; two-dimensional magnetic semiconductors; CrI3 thin films; interlayer ferromagnetism; spin-polarized states; theme_semi-conductors,code/simulation,quantitative,2211.15972v1,
2202.01652v1_12_T,"The 44 unit cell thick SrRuO₃ film on SrTiO₃ exhibits a monoclinic distortion with a monoclinic angle of 89.5° and lattice parameters a=5.72Å, b=5.52Å, and c=7.81Å.",Supported,2022-02-01,2022-01-01,matteroffact,train,thin-film semi-conductors; SrRuO3 thin films; complex oxide epitaxial layers; oxygen octahedral rotations; magnetotransport properties; ferromagnetic oxide metals; theme_semi-conductors,experimental,quantitative,2202.01652v1,
2202.01652v1_12_F,The 44 unit cell thick SrRuO₃ film on SrTiO₃ exhibits a tetragonal distortion with a c/a ratio of 1.01 and lattice parameters a=b=3.905Å and c=3.948Å.,Refuted,2022-02-01,2022-01-01,matteroffact,train,thin-film semi-conductors; SrRuO3 thin films; complex oxide epitaxial layers; oxygen octahedral rotations; magnetotransport properties; ferromagnetic oxide metals; theme_semi-conductors,experimental,quantitative,2202.01652v1,
2211.15972v1_13_T,"The spin-polarized states in As-doped CrI3 arise from hybridization among As p-orbital, bonded Cr d-orbital, and I p-orbital",Supported,2022-11-01,2022-10-01,matteroffact,train,Thin-film semi-conductors; two-dimensional magnetic semiconductors; CrI3 thin films; interlayer ferromagnetism; spin-polarized states; theme_semi-conductors,theoretical,qualitative,2211.15972v1,
2211.15972v1_13_F,The spin-polarized states in As-doped CrI3 arise solely from the magnetic moment of the As atom,Refuted,2022-11-01,2022-10-01,matteroffact,train,Thin-film semi-conductors; two-dimensional magnetic semiconductors; CrI3 thin films; interlayer ferromagnetism; spin-polarized states; theme_semi-conductors,theoretical,qualitative,2211.15972v1,
2212.06503v1_5_T,"The bulk photovoltaic effect in BaTiO3 thin films is significantly stronger than predicted by first-principles calculations for bulk materials, suggesting that additional mechanisms related to interface effects enhance the photocurrent in thin films.",Supported,2022-12-01,2022-11-01,matteroffact,train,Thin-film semi-conductors; bulk photovoltaic effect; ferroelectric photovoltaics; barium titanate thin films; theme_semi-conductors,integrative,qualitative,2212.06503v1,
2212.06503v1_5_F,"The bulk photovoltaic effect in BaTiO3 thin films is accurately predicted by first-principles calculations for bulk materials, confirming that the same mechanisms operate in both bulk crystals and thin films.",Refuted,2022-12-01,2022-11-01,matteroffact,train,Thin-film semi-conductors; bulk photovoltaic effect; ferroelectric photovoltaics; barium titanate thin films; theme_semi-conductors,integrative,qualitative,2212.06503v1,
2210.14343v3_10_T,The enhanced nodal mobility mechanisms observed in BCC tantalum are likely generic to BCC metals and not specific to the particular interatomic potential used in the simulations.,Supported,2022-10-01,2022-09-01,matteroffact,train,aerospace materials; dislocation dynamics; crystal plasticity; body-centered cubic (BCC) metals; dislocation network nodes; dislocation mobility; molecular dynamics simulations; discrete dislocation dynamics simulations; theme_aerospace materials,code/simulation,qualitative,2210.14343v3,
2210.14343v3_10_F,The enhanced nodal mobility mechanisms observed in BCC tantalum are specific to the particular interatomic potential used in the simulations and not generalizable to other BCC metals.,Refuted,2022-10-01,2022-09-01,matteroffact,train,aerospace materials; dislocation dynamics; crystal plasticity; body-centered cubic (BCC) metals; dislocation network nodes; dislocation mobility; molecular dynamics simulations; discrete dislocation dynamics simulations; theme_aerospace materials,code/simulation,qualitative,2210.14343v3,
2204.05721v1_6_T,Dwell fatigue in titanium alloys is suppressed at temperatures above 145°C due to decreased strain rate sensitivity and plastic strain accumulation,Supported,2022-04-01,2022-03-01,matteroffact,train,aerospace materials; Ti alloys; time dependent plasticity; cold dwell fatigue; theme_aerospace materials,experimental,qualitative,2204.05721v1,
2204.05721v1_6_F,Dwell fatigue in titanium alloys intensifies at temperatures above 145°C due to increased strain rate sensitivity and plastic strain accumulation,Refuted,2022-04-01,2022-03-01,matteroffact,train,aerospace materials; Ti alloys; time dependent plasticity; cold dwell fatigue; theme_aerospace materials,experimental,qualitative,2204.05721v1,
2212.13877v1_13_T,"Among sp²-bonded Boron Nitride polymorphs, the electron-phonon interaction contribution to the total energy varies by up to 163 meV per formula unit between different crystal structures.",Supported,2022-12-01,2022-11-01,matteroffact,train,aerospace materials; Boron Nitride polymorphs; electron-phonon interactions; van der Waals interactions; layered materials; density functional theory; theme_aerospace materials,theoretical,quantitative,2212.13877v1,
2212.13877v1_13_F,"Among sp²-bonded Boron Nitride polymorphs, the electron-phonon interaction contribution to the total energy varies by less than 10 meV per formula unit between different crystal structures.",Refuted,2022-12-01,2022-11-01,matteroffact,train,aerospace materials; Boron Nitride polymorphs; electron-phonon interactions; van der Waals interactions; layered materials; density functional theory; theme_aerospace materials,theoretical,quantitative,2212.13877v1,
2205.07413v1_15_T,"The super-jog strengthening mechanism in Nb-Mo-Ta-W alloys is reminiscent of the high-temperature behavior of Ni-based superalloys, where strength results from a balance between formation and dissolution of Kear-Wilsdorf locks.",Supported,2022-05-01,2022-04-01,matteroffact,train,aerospace materials; refractory multi-element alloys; high entropy alloys; dislocation dynamics; vacancy formation and migration; edge dislocations; strength of materials; theme_aerospace materials,integrative,qualitative,2205.07413v1,
2205.07413v1_15_F,"The super-jog strengthening mechanism in Nb-Mo-Ta-W alloys is fundamentally different from all other known strengthening mechanisms in high-temperature alloys, with no parallels in any other material system.",Refuted,2022-05-01,2022-04-01,matteroffact,train,aerospace materials; refractory multi-element alloys; high entropy alloys; dislocation dynamics; vacancy formation and migration; edge dislocations; strength of materials; theme_aerospace materials,integrative,qualitative,2205.07413v1,
2211.05713v2_0_T,"LGPS solid electrolyte undergoes a Li+ sublattice phase transition around 400 K, below which the ab-plane diffusivity is drastically reduced while c-channel diffusivity remains comparatively high.",Supported,2022-11-01,2022-10-01,matteroffact,train,batteries; solid electrolytes; Li10Ge(PS6)2 (LGPS); ion conduction mechanisms; machine learning potentials; neural network molecular dynamics; superionic conductors; ionic conductivity; non-Arrhenius behavior; sublattice phase transition; theme_batteries,code/simulation,qualitative,2211.05713v2,
2211.05713v2_0_F,"LGPS solid electrolyte undergoes a Li+ sublattice phase transition around 400 K, above which the c-channel diffusivity is drastically reduced while ab-plane diffusivity remains comparatively high.",Refuted,2022-11-01,2022-10-01,matteroffact,train,batteries; solid electrolytes; Li10Ge(PS6)2 (LGPS); ion conduction mechanisms; machine learning potentials; neural network molecular dynamics; superionic conductors; ionic conductivity; non-Arrhenius behavior; sublattice phase transition; theme_batteries,code/simulation,qualitative,2211.05713v2,
2203.04149v2_2_T,"The central resonant frequency of ultrasonic signals in lithium-ion batteries correlates strongly with the state of charge, showing similar sensitivity to back-wall echo measurements and good agreement with voltage-based state of charge estimations.",Supported,2022-03-01,2022-02-01,matteroffact,train,batteries; lithium-ion batteries; Room-temperature lithium-ion batteries; theme_batteries,experimental,qualitative,2203.04149v2,
2203.04149v2_2_F,"The central resonant frequency of ultrasonic signals in lithium-ion batteries shows minimal correlation with the state of charge, exhibiting significantly lower sensitivity than back-wall echo measurements and poor agreement with voltage-based state of charge estimations.",Refuted,2022-03-01,2022-02-01,matteroffact,train,batteries; lithium-ion batteries; Room-temperature lithium-ion batteries; theme_batteries,experimental,qualitative,2203.04149v2,
2210.10242v2_13_T,"The band gap of MgH₂ calculated using the generalized gradient approximation (GGA) is 3.71 eV, which is an indirect gap.",Supported,2022-10-01,2022-09-01,matteroffact,train,batteries; hydrogen storage; interstitial hydrogen; electronic structure; muon spin rotation; magnesium hydride; theme_batteries,theoretical,quantitative,2210.10242v2,
2210.10242v2_13_F,"The band gap of MgH₂ calculated using the generalized gradient approximation (GGA) is 5.2 eV, which is a direct gap.",Refuted,2022-10-01,2022-09-01,matteroffact,train,batteries; hydrogen storage; interstitial hydrogen; electronic structure; muon spin rotation; magnesium hydride; theme_batteries,theoretical,quantitative,2210.10242v2,
2208.07823v1_6_T,Greater mixing of Y3+ and Zr4+ on the transition metal sublattice in Na2.25Y0.25Zr0.75Cl6 facilitates Na-ion migration by partially activating Cl rotations at relevant temperatures.,Supported,2022-08-01,2022-07-01,matteroffact,train,batteries; theme_batteries,integrative,qualitative,2208.07823v1,
2208.07823v1_6_F,Greater segregation of Y3+ and Zr4+ on the transition metal sublattice in Na2.25Y0.25Zr0.75Cl6 facilitates Na-ion migration by creating distinct conduction channels.,Refuted,2022-08-01,2022-07-01,matteroffact,train,batteries; theme_batteries,integrative,qualitative,2208.07823v1,
2206.01072v1_12_T,The Dzyaloshinky-Moriya interaction introduces non-collinearity in the magnetic ground state of Fe chains on Rh(111) surface while preserving the symmetry of the spin configuration.,Supported,2022-06-01,2022-05-01,matteroffact,train,magnetic nanoclusters; first principles calculations; spin-spiral states; Dzyaloshinsky-Moriya interaction; magnetic ground states; Fe atomic chains; topological superconductivity; theme_superconductors,code/simulation,qualitative,2206.01072v1,
2206.01072v1_12_F,The Dzyaloshinky-Moriya interaction transforms the magnetic ground state of Fe chains on Rh(111) surface from non-collinear to collinear configurations.,Refuted,2022-06-01,2022-05-01,matteroffact,train,magnetic nanoclusters; first principles calculations; spin-spiral states; Dzyaloshinsky-Moriya interaction; magnetic ground states; Fe atomic chains; topological superconductivity; theme_superconductors,code/simulation,qualitative,2206.01072v1,
2212.04571v1_6_T,NbSe₂ exhibits two distinct superconducting gaps with energies of 1.25 mV for the Nb-derived band and 0.6 mV for the Se-derived band.,Supported,2022-12-01,2022-11-01,matteroffact,train,superconductors; Kondo effect; quantum dots; van der Waals heterostructures; transition metal dichalcogenides; theme_superconductors,experimental,quantitative,2212.04571v1,
2212.04571v1_6_F,NbSe₂ exhibits two distinct superconducting gaps with energies of 2.0 mV for the Nb-derived band and 1.2 mV for the Se-derived band.,Refuted,2022-12-01,2022-11-01,matteroffact,train,superconductors; Kondo effect; quantum dots; van der Waals heterostructures; transition metal dichalcogenides; theme_superconductors,experimental,quantitative,2212.04571v1,
2208.08336v1_11_T,"In a one-dimensional superconducting chain, in-gap states exhibit oscillations around the zero-energy level at relatively large magnetic fields.",Supported,2022-08-01,2022-07-01,matteroffact,train,superconductors; Majorana bound states; topological superconductivity; spin-orbit coupling; quantum nanowires; theme_superconductors,theoretical,qualitative,2208.08336v1,
2208.08336v1_11_F,"In a one-dimensional superconducting chain, in-gap states remain fixed at exactly zero energy regardless of the magnetic field strength.",Refuted,2022-08-01,2022-07-01,matteroffact,train,superconductors; Majorana bound states; topological superconductivity; spin-orbit coupling; quantum nanowires; theme_superconductors,theoretical,qualitative,2208.08336v1,
2211.14626v2_8_T,The superconducting diode effect in Nb/Ru/Sr₂RuO₄ junctions provides evidence for spontaneously broken time-reversal symmetry in the superconducting phase of Sr₂RuO₄.,Supported,2022-11-01,2022-10-01,matteroffact,train,superconductors; Josephson junctions; superconducting diode effect; chiral superconductivity; topological superconductivity; theme_superconductors,integrative,qualitative,2211.14626v2,
2211.14626v2_8_F,The superconducting diode effect in Nb/Ru/Sr₂RuO₄ junctions is unrelated to time-reversal symmetry breaking in Sr₂RuO₄ and is solely caused by structural asymmetries at the interface.,Refuted,2022-11-01,2022-10-01,matteroffact,train,superconductors; Josephson junctions; superconducting diode effect; chiral superconductivity; topological superconductivity; theme_superconductors,integrative,qualitative,2211.14626v2,
2206.14013v1_13_T,AlOx-Cu nanocomposites with copper content (τ) equal to or greater than 0.48 exhibit an absorption edge below 3.0 eV that resembles optical bandgaps in semiconductors.,Supported,2022-06-01,2022-05-01,matteroffact,train,Thin-film semi-conductors; semi-conductors; metal-dielectric nanocomposites; optical properties of multi-layered thin films; transfer-matrix method modeling; dispersion method for refractive index extraction; theme_semi-conductors,code/simulation,qualitative,2206.14013v1,
2206.14013v1_13_F,"AlOx-Cu nanocomposites with copper content (τ) equal to or greater than 0.48 show a gradual and continuous increase in extinction coefficient (k) as energy decreases below 3.0 eV, consistent with metallic behavior.",Refuted,2022-06-01,2022-05-01,matteroffact,train,Thin-film semi-conductors; semi-conductors; metal-dielectric nanocomposites; optical properties of multi-layered thin films; transfer-matrix method modeling; dispersion method for refractive index extraction; theme_semi-conductors,code/simulation,qualitative,2206.14013v1,
2208.04687v1_6_T,"Co₂CrAl thin films exhibit soft ferromagnetic behavior with significant hysteresis at low temperatures, and show bifurcation between field-cooled and zero-field-cooled magnetization curves below approximately 100 K.",Supported,2022-08-01,2022-07-01,matteroffact,train,Thin-film semi-conductors; Heusler alloys; spintronics; magnetic thin films; theme_semi-conductors,experimental,qualitative,2208.04687v1,
2208.04687v1_6_F,"Co₂CrAl thin films exhibit hard ferromagnetic behavior with minimal hysteresis at all temperatures, and show no bifurcation between field-cooled and zero-field-cooled magnetization curves throughout the measured temperature range.",Refuted,2022-08-01,2022-07-01,matteroffact,train,Thin-film semi-conductors; Heusler alloys; spintronics; magnetic thin films; theme_semi-conductors,experimental,qualitative,2208.04687v1,
2204.05252v1_4_T,"The coupling of the X₅₋ mode with the X₂₋ order parameter in rhombohedral HfO₂ enhances the soft character of the leading mode, providing an energy gain of 54 meV/f.u. compared to just 7 meV/f.u. for the coupling with polarization.",Supported,2022-04-01,2022-03-01,matteroffact,train,thin-film semi-conductors; ferroelectricity; hafnium oxide; improper ferroelectrics; theme_semi-conductors,theoretical,quantitative,2204.05252v1,
